Index,Name,Nationality,Positions,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
14015,Xemi,Spain,LW,63,62,59,49,62,60,58,55,60,44,57,7,11,11,9,9,51,57,61,62,48,60,41,58,54,65,56,61,62,59,62,73,61,37,59,61,61,58,60,59,60,61,60,61,58,60,56,58,60,59,60,61,60,61,58,60,56,58,60,56
14016,S. Ahmed-Kadi,France,LW,70,30,72,75,58,57,60,45,70,60,40,6,11,7,12,7,33,25,44,55,45,19,59,55,60,63,58,20,68,50,25,41,50,50,60,33,42,60,54,60,42,33,54,42,60,61,56,61,46,60,42,33,54,42,60,61,56,61,46,56
14017,M. Kato,Japan,CM,67,45,58,70,55,52,64,40,63,49,68,15,12,14,9,8,43,45,65,56,39,33,49,54,53,62,54,44,68,78,41,63,51,33,56,47,51,56,56,56,53,47,56,51,56,60,54,58,55,56,53,47,56,51,56,60,54,58,55,54
14018,M. Warcholak,Poland,LB,67,49,51,62,49,55,59,41,51,26,28,7,7,14,9,13,46,58,65,52,34,63,67,52,60,55,43,67,55,60,65,71,49,21,50,60,58,49,52,50,60,60,52,58,49,53,47,51,59,50,60,60,52,58,49,53,47,51,59,47
14019,J. Álvarez,Argentina,LM,67,30,53,72,67,51,61,49,61,53,42,10,8,7,13,6,39,25,46,55,48,32,59,51,50,62,64,29,71,56,29,59,53,47,58,39,45,58,54,58,46,39,54,45,58,60,56,59,49,58,46,39,54,45,58,60,56,59,49,56
14020,S. Zenjov,Estonia,RM,69,60,55,54,61,59,57,60,53,61,55,7,8,6,12,6,53,48,61,61,53,47,49,64,65,66,59,47,71,59,48,56,43,53,59,53,56,60,58,59,56,53,58,56,60,60,61,60,57,59,56,53,58,56,60,60,61,60,57,61
14021,K. Fickentscher,Switzerland,GK,46,28,52,25,19,41,20,15,14,13,12,57,56,57,59,69,11,22,66,16,12,20,13,13,59,13,24,19,54,43,12,33,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14022,Y. Gutiérrez,Mexico,GK,44,29,39,50,25,58,12,13,14,13,10,59,62,63,60,57,13,22,67,28,18,14,23,14,58,30,23,14,27,30,13,66,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14023,N. Gavory,France,RM,71,44,75,60,62,59,46,50,55,44,41,12,16,7,9,16,47,28,75,60,33,44,49,54,59,68,51,46,72,79,45,66,66,48,60,49,54,58,59,60,53,49,59,54,58,60,55,58,54,60,53,49,59,54,58,60,55,58,54,55
14024,S. Sow,Netherlands,ST,74,33,70,68,62,58,40,49,61,65,38,10,5,7,14,10,59,19,79,38,55,19,46,59,57,51,56,14,70,57,19,60,53,46,58,36,38,60,50,58,39,36,50,38,60,57,60,59,41,58,39,36,50,38,60,57,60,59,41,60
14025,M. Byrne,Republic of Ireland,CM,78,67,84,83,58,60,49,31,49,45,57,10,6,14,8,9,49,54,87,21976,54,52,62,57,60,60,60,53,80,90,59,71,59,48,59,59,60,57,60,59,61,59,60,60,57,60,57,58,61,59,61,59,60,60,57,60,57,58,61,57
14026,H. Al Jayzani,Saudi Arabia,RB,80,66,77,77,46,32,55,41,53,30,27,14,13,6,11,12,45,55,70,54,26,56,37,48,54,54,51,59,76,90,57,45,34,30,49,55,56,49,51,49,60,55,51,56,49,55,47,51,60,49,60,55,51,56,49,55,47,51,60,47
14027,Santi Samanes,Spain,LM,71,40,70,69,64,50,59,47,65,60,53,12,11,5,15,12,44,22,37,57,50,27,62,56,43,61,55,28,67,48,30,51,51,40,59,37,43,59,53,59,43,37,53,43,59,60,56,60,46,59,43,37,53,43,59,60,56,60,46,56
14028,L. Bonnefoi,France,GK,42,30,28,39,22,23,12,10,10,9,12,59,60,59,64,62,8,18,72,23,8,14,22,13,55,29,23,12,43,32,13,59,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14029,M. Sosa,Argentina,RW,63,58,61,75,62,48,48,41,56,53,41,13,14,11,7,12,53,48,60,63,47,36,54,60,56,69,61,47,68,55,45,53,61,48,60,50,55,59,59,60,53,50,59,55,59,59,58,59,53,60,53,50,59,55,59,59,58,59,53,58
14030,Sergio Arribas,Spain,RM,56,48,63,62,65,60,51,53,61,41,46,15,12,11,6,14,39,30,60,65,42,45,46,53,58,68,51,48,57,49,53,52,65,42,60,48,54,57,59,60,51,48,59,54,57,59,52,57,52,60,51,48,59,54,57,59,52,57,52,52
14031,M. Degerlund,Sweden,CB,63,51,45,55,46,56,41,21,38,17,28,7,9,13,6,14,58,60,71,58,21,59,32,32,57,56,33,60,66,65,62,72,43,29,44,60,57,42,49,44,58,60,49,57,42,47,42,43,56,44,58,60,49,57,42,47,42,43,56,42
14032,D. Geurts,Germany,RM,87,36,78,77,62,47,54,66,65,43,44,8,7,10,8,15,34,15,65,46,52,15,42,52,50,60,62,16,82,53,18,54,51,48,58,32,38,58,51,58,40,32,51,38,58,60,55,60,44,58,40,32,51,38,58,60,55,60,44,55
14033,M. Al Enazi,Saudi Arabia,RM,72,64,85,78,58,66,56,40,60,57,38,6,15,15,6,9,47,56,61,59,44,57,44,48,54,68,49,55,73,64,59,29,54,35,59,55,58,57,58,59,59,55,58,58,57,60,54,60,60,59,59,55,58,58,57,60,54,60,60,54
14034,H. Wolf,Austria,RW,76,52,71,77,62,53,44,57,64,63,46,13,10,13,6,8,54,28,56,53,58,21,64,48,58,59,63,22,74,57,27,53,56,59,60,39,44,60,55,60,44,39,55,44,60,59,60,60,46,60,44,39,55,44,60,59,60,60,46,60
14035,F. Garcés,Argentina,CB,61,60,47,50,43,41,28,26,40,32,33,7,6,9,12,13,61,59,69,42,30,59,43,28,52,44,44,57,64,61,62,74,30,26,40,60,53,41,43,40,54,60,43,53,41,42,44,41,52,40,54,60,43,53,41,42,44,41,52,44
14036,D. Zeaiter,Lebanon,GK,41,22,46,43,19,22,12,11,11,9,10,62,59,59,57,61,11,11,69,19,8,16,19,5,58,20,12,14,40,28,11,54,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14037,S. Sinclair,England,RM,86,75,68,69,58,54,56,59,57,53,49,8,6,12,8,11,55,66,68,58,55,61,53,57,53,63,55,63,80,94,65,74,53,49,59,64,64,59,60,59,66,64,60,64,59,62,59,60,66,59,66,64,60,64,59,62,59,60,66,59
14038,S. Larsson,Sweden,LB,53,68,66,61,57,61,58,57,56,41,30,9,14,16,12,9,46,66,73,54,43,59,39,41,68,55,55,62,54,66,62,65,56,43,54,61,61,53,56,54,60,61,56,61,53,55,51,54,60,54,60,61,56,61,53,55,51,54,60,51
14039,H. Johansen,Norway,ST,62,70,64,58,61,53,27,33,47,60,32,14,7,7,8,12,66,22,74,31,43,30,55,63,57,51,63,28,59,69,45,79,45,54,53,48,46,56,49,53,44,48,49,46,56,52,60,53,44,53,44,48,49,46,56,52,60,53,44,60
14040,W. Jobello,France,CAM,65,39,64,62,61,51,55,54,70,63,42,16,13,9,9,12,62,29,57,43,60,22,64,52,58,59,68,19,66,59,17,57,55,64,60,38,42,61,53,60,43,38,53,42,61,60,62,61,46,60,43,38,53,42,61,60,62,61,46,62
14041,W. Mena,Colombia,RM,75,31,74,70,65,52,47,35,64,53,32,7,9,12,9,8,53,12,65,49,60,17,64,60,63,54,61,18,76,70,11,60,55,48,60,33,39,61,54,60,41,33,54,39,61,61,60,61,44,60,41,33,54,39,61,61,60,61,44,60
14042,M. Laínez,Mexico,RM,65,67,60,78,60,55,56,41,62,54,44,6,8,14,7,10,60,66,63,59,51,54,52,57,52,69,53,57,65,65,60,45,53,48,59,59,61,59,60,59,60,59,60,61,59,60,57,59,61,59,60,59,60,61,59,60,57,59,61,57
14043,J. Ertlthaler,Austria,CAM,73,46,59,88,61,57,42,54,64,42,42,13,7,6,10,6,43,23,77,62,39,38,54,63,43,64,57,49,69,60,39,34,65,40,60,42,48,58,57,60,48,42,57,48,58,59,53,58,49,60,48,42,57,48,58,59,53,58,49,53
14044,J. Quintero,Ecuador,CAM,76,32,80,92,66,54,61,46,73,56,42,8,13,6,13,11,26,58,34,56,48,57,46,51,64,67,36,46,77,54,55,32,53,41,63,49,56,61,60,63,58,49,60,56,61,64,54,65,61,63,58,49,60,56,61,64,54,65,61,54
14045,V. Golemić,Serbia,CB,54,71,46,33,38,58,28,26,30,26,23,12,9,10,13,10,51,57,74,24,21,67,35,26,51,32,36,60,50,58,62,73,29,28,34,60,50,35,36,34,52,60,36,50,35,36,38,35,49,34,52,60,36,50,35,36,38,35,49,38
14046,A. Obinwa,United States,CDM,62,71,60,54,58,52,39,36,52,37,38,10,13,8,7,11,62,59,69,51,35,62,42,38,64,57,49,57,69,81,61,66,39,36,51,62,60,51,54,51,60,62,54,60,51,53,51,51,60,51,60,62,54,60,51,53,51,51,60,51
14047,G. Gori,Italy,ST,55,39,52,56,56,56,36,48,57,67,39,11,15,9,6,6,69,19,65,40,57,23,76,57,54,53,63,18,58,55,22,56,54,44,55,37,39,58,50,55,38,37,50,39,58,53,60,55,40,55,38,37,50,39,58,53,60,55,40,60
14048,T. David,Netherlands,RB,73,65,63,81,33,51,49,34,55,27,32,8,9,13,6,10,39,68,64,34,30,66,29,44,65,55,32,62,75,56,67,53,33,31,46,60,56,46,46,46,60,60,46,56,46,50,44,49,59,46,60,60,46,56,46,50,44,49,59,44
14049,S. Lobjanidze,Georgia,RM,76,41,78,70,64,64,54,54,63,64,56,12,6,10,11,13,38,20,54,46,61,23,60,54,45,52,65,21,80,65,20,46,56,48,59,33,40,60,52,59,42,33,52,40,60,60,58,61,45,59,42,33,52,40,60,60,58,61,45,58
14050,C. Ezeh,Nigeria,CDM,81,57,78,69,61,62,55,46,61,38,42,6,6,6,15,6,58,62,74,58,40,47,52,55,55,62,60,63,83,64,64,66,52,48,58,60,60,58,58,58,62,60,58,60,58,60,57,59,62,58,62,60,58,60,58,60,57,59,62,57
14051,F. Vecchione,Italy,RWB,82,67,82,81,55,59,54,45,54,28,32,8,10,13,9,10,46,55,69,32,21,49,31,50,66,52,23,58,75,74,56,74,39,25,50,58,55,50,49,50,60,58,49,55,50,55,47,54,60,50,60,58,49,55,50,55,47,54,60,47
14052,P. Garita,Cameroon,ST,72,51,56,45,59,50,49,48,58,59,46,9,16,16,12,11,58,26,64,46,61,41,62,57,48,57,61,26,67,68,32,83,41,56,55,46,46,57,51,55,46,46,51,46,57,57,60,57,48,55,46,46,51,46,57,57,60,57,48,60
14053,A. Onaiwu,Japan,ST,77,61,63,66,54,49,34,34,57,55,39,12,11,14,8,9,59,24,71,33,57,22,60,63,55,49,65,24,77,71,26,75,40,47,54,42,41,57,48,54,43,42,48,41,57,55,60,56,44,54,43,42,48,41,57,55,60,56,44,60
14054,J. Gundersen,Norway,CB,63,56,55,72,44,55,23,28,42,28,26,15,9,15,10,8,61,54,84,56,32,60,37,28,50,60,39,58,65,55,63,67,32,25,44,60,55,43,47,44,54,60,47,55,43,44,44,42,52,44,54,60,47,55,43,44,44,42,52,44
14055,Víctor López,Spain,CM,64,54,55,65,58,43,45,49,61,57,47,8,5,13,9,9,46,63,57,64,54,43,60,58,60,60,48,52,63,50,59,55,65,39,60,55,58,59,60,60,55,55,60,58,59,59,56,58,56,60,55,55,60,58,59,59,56,58,56,56
14056,M. Listkowski,Poland,CAM,77,64,71,82,62,53,36,46,68,60,30,13,12,15,16,11,50,19,62,51,49,16,66,40,54,64,56,15,76,69,13,45,65,52,61,34,42,60,55,61,40,34,55,42,60,60,57,60,43,61,40,34,55,42,60,60,57,60,43,57
14057,M. Schubert,Germany,GK,48,27,44,45,27,36,12,14,30,8,13,68,61,54,51,66,10,8,72,28,9,7,12,4,49,30,15,10,29,25,11,53,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14058,M. Branderhorst,Netherlands,GK,40,21,37,41,26,32,17,13,17,15,15,63,59,56,59,60,12,10,55,30,19,17,23,4,58,29,21,13,39,27,15,53,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14059,A. Berntsson,Sweden,CB,59,66,38,55,41,57,23,23,32,21,22,9,15,13,10,8,59,58,65,27,20,60,19,23,57,38,33,56,64,64,59,78,29,20,35,60,51,37,39,35,53,60,39,51,37,38,39,36,50,35,53,60,39,51,37,38,39,36,50,39
14060,K. Al Samiri,Saudi Arabia,CDM,64,49,73,85,66,55,48,42,64,41,39,8,7,13,9,12,43,56,53,64,30,54,45,46,58,68,52,50,67,57,56,44,60,43,59,53,59,57,60,59,57,53,60,59,57,59,52,58,58,59,57,53,60,59,57,59,52,58,58,52
14061,Olabe,Spain,CM,62,40,56,64,64,58,57,47,60,57,45,6,10,10,6,13,44,32,56,64,45,40,44,56,63,68,59,45,62,41,43,48,55,38,60,46,51,60,58,60,50,46,58,51,60,60,57,60,52,60,50,46,58,51,60,60,57,60,52,57
14062,S. Amallah,Morocco,RM,66,38,68,68,64,57,65,62,65,41,66,13,10,10,8,14,37,29,67,57,63,34,50,43,43,64,67,41,70,61,43,58,61,46,59,43,49,57,56,59,49,43,56,49,57,60,53,59,52,59,49,43,56,49,57,60,53,59,52,53
14063,G. Terrani,Italy,CF,71,27,62,68,61,56,58,41,66,62,41,8,7,6,10,10,46,25,44,52,48,26,55,61,56,53,61,22,73,58,31,60,55,48,59,38,43,60,54,59,44,38,54,43,60,61,60,61,47,59,44,38,54,43,60,61,60,61,47,60
14064,B. Pindroch,Slovakia,GK,28,40,32,51,25,42,11,12,20,10,17,65,59,60,60,61,13,24,59,28,11,11,15,10,52,25,23,10,33,24,10,51,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14065,R. Okunorobo,Mexico,CB,44,64,56,53,53,68,47,33,56,34,49,7,12,8,14,10,71,57,30,34,46,57,54,31,56,51,67,53,54,59,66,73,31,28,46,60,54,47,47,46,56,60,47,54,47,47,50,47,55,46,56,60,47,54,47,47,50,47,55,50
14066,G. Guerrieri,Italy,GK,41,18,35,48,20,30,12,18,16,13,16,62,59,58,59,61,19,23,54,19,14,20,23,16,61,27,23,14,49,22,15,67,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14067,M. Osores,Argentina,CB,65,58,60,54,42,51,28,35,40,29,34,11,7,14,7,9,63,60,66,28,28,59,45,34,59,40,46,62,64,65,64,67,45,33,42,60,53,43,44,42,56,60,44,53,43,43,45,43,53,42,56,60,44,53,43,43,45,43,53,45
14068,I. Bermingham,Republic of Ireland,LB,71,75,76,57,55,55,60,58,57,42,29,11,15,8,16,10,55,52,80,55,45,56,41,58,55,61,55,57,67,87,58,57,50,53,56,58,59,55,57,56,60,58,57,59,55,59,54,57,61,56,60,58,57,59,55,59,54,57,61,54
14069,D. Subotić,Switzerland,CF,63,55,58,56,61,50,39,46,58,58,55,10,10,6,10,7,66,33,62,32,51,13,63,62,51,49,60,20,59,58,15,77,55,59,55,39,40,58,49,55,39,39,49,40,58,54,60,56,41,55,39,39,49,40,58,54,60,56,41,60
14070,D. McAllister,Republic of Ireland,CDM,58,71,70,75,60,63,60,39,53,40,45,12,16,7,12,12,57,68,74,61,58,54,59,43,56,65,67,55,65,76,57,67,60,56,57,61,62,55,60,57,61,61,60,62,55,58,54,56,61,57,61,61,60,62,55,58,54,56,61,54
14071,A. Tozzo,Italy,GK,31,20,26,16,14,12,11,9,14,12,10,64,59,68,60,61,10,19,54,26,14,19,25,13,50,27,20,18,36,21,18,37,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14072,Y. Çoban,Germany,ST,48,59,48,67,60,55,32,34,53,63,34,14,13,9,8,12,74,19,65,33,57,23,72,59,54,50,63,21,53,55,27,64,57,49,54,41,40,57,49,54,38,41,49,40,57,52,60,53,39,54,38,41,49,40,57,52,60,53,39,60
14073,M. Gabbia,Italy,CB,62,42,48,52,48,56,36,41,47,22,28,11,5,12,14,14,59,52,69,37,41,69,42,23,44,39,52,63,66,48,69,68,31,32,40,60,51,41,41,40,55,60,41,51,41,42,43,42,52,40,55,60,41,51,41,42,43,42,52,43
14074,Flavio,Brazil,CDM,64,62,64,70,58,43,47,44,56,51,48,13,10,6,10,13,57,53,84,63,43,57,48,45,57,66,56,66,66,57,61,68,50,38,56,61,60,55,57,56,59,61,57,60,55,56,55,55,58,56,59,61,57,60,55,56,55,55,58,55
14075,M. Zaracho,Argentina,LM,86,32,87,88,63,50,53,50,65,55,41,8,14,12,6,9,41,27,55,54,47,43,57,49,51,58,58,36,83,59,36,31,46,49,59,40,45,59,53,59,49,40,53,45,59,60,56,61,51,59,49,40,53,45,59,60,56,61,51,56
14076,A. Benítez,Mexico,LB,73,49,69,78,60,52,58,52,59,40,49,11,6,11,11,13,42,63,36,55,50,59,59,44,54,56,68,57,72,66,60,55,49,54,55,56,58,55,55,55,60,56,55,58,55,57,53,56,61,55,60,56,55,58,55,57,53,56,61,53
14077,H. Wright,United States,ST,64,30,61,40,59,52,41,50,58,62,34,5,15,12,8,9,62,13,60,36,60,22,64,55,57,52,58,18,68,56,20,70,55,50,57,36,38,58,50,57,39,36,50,38,58,55,60,57,41,57,39,36,50,38,58,55,60,57,41,60
14078,Dani Iglesias,Spain,ST,53,33,63,63,74,62,44,58,69,71,41,16,15,10,14,7,62,15,66,35,65,15,70,59,53,60,48,17,46,57,22,34,53,64,61,33,39,62,54,61,38,33,54,39,62,58,60,61,41,61,38,33,54,39,62,58,60,61,41,60
14079,M. Gatto,Italy,CAM,72,50,71,73,72,59,53,57,72,50,52,7,13,8,9,8,46,13,56,63,49,23,59,48,50,65,66,21,66,74,22,42,47,53,60,35,44,60,57,60,43,35,57,44,60,62,57,61,47,60,43,35,57,44,60,62,57,61,47,57
14080,R. Seigers,Belgium,CB,60,63,59,62,52,53,38,41,36,20,26,10,15,10,9,15,57,57,63,47,21,59,27,31,52,51,37,60,64,60,63,74,43,24,44,60,56,42,47,44,56,60,47,56,42,45,42,43,54,44,56,60,47,56,42,45,42,43,54,42
14081,M. Meulensteen,Netherlands,CAM,72,33,75,76,63,71,62,63,54,44,64,10,5,12,8,14,38,22,44,60,55,37,56,56,48,66,62,44,67,57,38,59,66,48,60,42,48,58,57,60,49,42,57,48,58,60,54,59,51,60,49,42,57,48,58,60,54,59,51,54
14082,J. Tuominen,Finland,CAM,70,59,59,57,55,55,35,41,59,62,31,11,14,12,6,14,64,32,65,45,62,35,72,65,60,45,55,34,66,51,40,56,49,40,56,46,45,58,51,56,46,46,51,45,58,55,60,57,45,56,46,46,51,45,58,55,60,57,45,60
14083,T. Smith,England,GK,45,22,38,56,18,25,11,12,12,11,13,61,60,60,60,65,13,15,65,30,13,13,14,11,45,19,16,14,47,40,11,37,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14084,D. Petrovic,Serbia,CB,62,66,53,60,44,43,30,30,34,26,28,14,14,11,12,12,52,62,72,48,26,55,34,22,58,54,40,65,47,62,62,72,36,22,41,60,56,40,46,41,55,60,46,56,40,42,41,40,53,41,55,60,46,56,40,42,41,40,53,41
14085,Kim Sang Won,Korea Republic,LB,77,59,75,79,56,55,45,49,53,52,38,9,11,12,14,15,51,51,63,60,53,65,47,60,69,67,45,57,77,68,60,54,56,49,60,59,60,59,60,60,61,59,60,60,59,60,57,60,60,60,61,59,60,60,59,60,57,60,60,57
14086,R. Wulle,Germany,GK,44,21,33,48,22,22,11,13,10,12,19,60,59,57,59,62,17,19,55,20,11,11,22,11,58,22,18,12,48,32,10,73,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14087,H. Al Habib,Saudi Arabia,CM,58,71,62,54,58,55,43,53,61,57,35,11,15,14,13,8,63,57,61,58,56,56,35,56,55,63,62,62,64,82,58,73,55,44,59,61,61,59,60,59,60,61,60,61,59,58,59,57,60,59,60,61,60,61,59,58,59,57,60,59
14088,A. Al Khulaif,Saudi Arabia,RM,89,31,84,86,64,48,57,52,65,42,43,7,8,9,6,10,33,21,40,42,46,29,53,64,47,49,54,22,86,51,25,28,57,41,59,32,38,59,50,59,43,32,50,38,59,60,53,61,46,59,43,32,50,38,59,60,53,61,46,53
14089,E. Banda,Zambia,CAM,77,41,72,69,63,64,39,63,59,53,53,13,11,6,7,14,46,22,53,61,60,47,48,47,60,62,73,49,65,59,53,55,62,68,60,48,52,60,58,60,51,48,58,52,60,59,58,59,52,60,51,48,58,52,60,59,58,59,52,58
14090,N. Casale,Italy,CB,58,64,43,55,43,54,37,28,32,24,36,14,8,13,13,9,56,62,66,30,29,58,45,33,52,37,42,62,58,60,65,72,37,29,38,60,52,39,41,38,55,60,41,52,39,41,41,39,52,38,55,60,41,52,39,41,41,39,52,41
14091,M. Rocca,Italy,CM,63,57,57,65,64,58,58,56,58,45,54,6,8,13,5,10,47,47,62,61,55,33,57,60,59,65,59,44,64,64,44,34,63,53,60,47,53,59,60,60,53,47,60,53,59,61,55,59,55,60,53,47,60,53,59,61,55,59,55,55
14092,L. Walsh,England,CM,63,55,60,73,59,50,50,65,55,42,64,6,7,14,11,9,55,49,61,65,58,50,55,58,63,72,71,59,65,61,50,44,50,40,59,54,57,58,60,59,57,54,60,57,58,59,57,57,58,59,57,54,60,57,58,59,57,57,58,57
14093,F. Castillo,Colombia,RB,65,44,71,71,56,58,63,36,60,37,29,15,9,10,15,7,44,60,73,28,21,62,37,44,52,41,26,64,67,66,64,46,35,25,47,56,52,47,46,47,60,56,46,52,47,52,45,52,60,47,60,56,46,52,47,52,45,52,60,45
14094,K. Christensen,Denmark,GK,20,36,24,31,18,57,20,16,12,14,17,61,63,66,61,57,13,24,57,32,14,13,13,12,52,28,15,12,23,21,13,70,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14095,D. Arboleda,Colombia,CB,53,47,47,43,42,44,27,21,32,16,26,11,8,10,13,8,71,58,38,25,23,58,40,26,54,57,34,53,37,58,59,91,28,23,38,60,52,37,41,38,52,60,41,52,37,38,40,36,50,38,52,60,41,52,37,38,40,36,50,40
14096,E. Sakic,Austria,RM,74,51,68,72,61,42,60,52,57,35,42,8,7,11,11,12,52,59,62,50,39,57,36,54,55,60,42,59,76,57,60,61,50,27,56,58,57,55,55,56,60,58,55,57,55,58,52,57,60,56,60,58,55,57,55,58,52,57,60,52
14097,L. Gambin,Malta,CM,69,34,72,86,66,45,57,48,67,57,39,7,14,11,10,15,38,21,58,56,46,21,46,57,44,56,45,29,72,55,28,38,55,37,59,34,41,58,54,59,43,34,54,41,58,60,54,60,46,59,43,34,54,41,58,60,54,60,46,54
14098,V. Selimović,Luxembourg,CB,41,57,39,49,40,54,32,28,29,21,30,10,11,9,6,9,65,57,77,38,23,56,41,20,54,45,47,58,41,60,62,78,26,26,34,60,52,35,40,34,52,60,40,52,35,36,39,34,49,34,52,60,40,52,35,36,39,34,49,39
14099,M. Albornoz,Sweden,CB,50,62,61,56,59,59,48,49,53,48,58,10,6,16,7,13,60,64,75,57,51,53,66,52,57,61,56,53,52,79,57,75,57,45,56,60,60,55,59,56,58,60,59,60,55,56,55,54,58,56,58,60,59,60,55,56,55,54,58,55
14100,N. Brandenburger,Germany,CM,67,75,62,66,57,55,41,48,51,30,49,9,13,13,13,9,64,58,71,57,43,59,52,48,53,59,57,56,66,71,59,73,54,39,53,62,60,52,56,53,58,62,56,60,52,54,52,52,57,53,58,62,56,60,52,54,52,52,57,52
14101,Woo Sang Ho,Korea Republic,CM,64,60,56,68,64,61,39,40,61,40,42,14,6,11,11,15,47,55,65,57,45,59,44,44,57,64,46,64,56,66,61,61,54,38,57,59,60,55,58,57,58,59,58,60,55,56,51,55,58,57,58,59,58,60,55,56,51,55,58,51
14102,D. Raum,Germany,LM,69,38,69,74,63,47,63,60,65,52,37,11,8,14,12,6,39,24,58,49,46,18,49,54,49,59,53,21,67,59,20,59,56,48,58,35,41,58,53,58,42,35,53,41,58,60,55,60,46,58,42,35,53,41,58,60,55,60,46,55
14103,M. Reule,Germany,GK,34,17,33,22,22,58,18,19,14,15,15,64,57,59,55,62,15,24,42,21,14,17,29,13,63,27,26,10,35,21,12,51,50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14104,J. Gerezgiher,Germany,CAM,76,43,78,77,63,52,54,54,65,52,53,10,11,12,8,15,46,31,54,58,48,29,54,55,51,62,57,37,67,54,42,52,59,49,60,43,48,59,56,60,48,43,56,48,59,60,56,61,50,60,48,43,56,48,59,60,56,61,50,56
14105,J. Geissmann,Switzerland,CDM,64,60,63,61,57,52,50,64,53,52,36,14,6,11,10,6,58,50,67,60,55,55,40,59,65,64,61,63,61,62,55,64,68,29,60,58,59,59,60,60,58,58,60,59,59,59,58,58,58,60,58,58,60,59,59,59,58,58,58,58
14106,J. Houghton,England,CM,71,65,43,61,64,63,44,61,54,49,59,12,7,8,11,15,50,55,73,67,49,64,39,50,50,68,50,51,63,73,59,64,52,49,57,59,61,56,60,57,58,59,60,61,56,58,55,56,59,57,58,59,60,61,56,58,55,56,59,55
14107,K. Miś,Poland,LB,86,60,85,60,54,50,47,28,55,20,25,6,7,12,6,8,50,55,63,55,22,54,30,37,56,52,21,56,86,82,57,54,30,20,48,56,56,46,50,48,60,56,50,56,46,54,43,51,60,48,60,56,50,56,46,54,43,51,60,43
14108,L. Amarilla,Paraguay,ST,58,30,55,64,52,46,34,48,65,71,36,6,5,12,14,9,67,13,61,38,58,22,68,54,61,55,57,23,57,54,22,56,49,49,56,36,38,58,49,56,38,36,49,38,58,54,60,56,40,56,38,36,49,38,58,54,60,56,40,60
14109,T. Masukawa,Japan,CB,45,76,40,36,31,50,30,36,16,18,35,15,13,13,15,6,58,55,68,32,25,59,37,30,54,53,33,61,48,54,65,71,54,30,37,60,53,35,42,37,52,60,42,53,35,37,37,34,49,37,52,60,42,53,35,37,37,34,49,37
14110,L. Byrne,Republic of Ireland,LB,76,59,56,64,56,51,59,46,50,35,34,14,13,11,11,11,52,55,73,51,47,58,43,48,52,56,49,54,79,70,59,52,45,33,52,57,56,52,53,52,60,57,53,56,52,56,50,54,59,52,60,57,53,56,52,56,50,54,59,50
14111,D. Butler,England,LB,74,54,76,71,55,55,54,60,49,39,54,10,15,13,6,15,50,57,83,47,47,61,35,31,62,52,43,60,73,72,60,59,45,33,51,59,57,50,52,51,61,59,52,57,50,53,48,53,60,51,61,59,52,57,50,53,48,53,60,48
14112,Park Dae Han,Korea Republic,GK,42,16,46,42,12,37,11,14,8,8,14,63,59,57,57,63,11,7,58,27,5,6,10,5,58,17,20,13,42,30,14,52,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
