Name,Nationality,Position_int,Position,Rating,Height,Weight,Preffered_Foot,Age,Work_Rate1,Work_Rate2,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
Brandon Aubrey,United States,2,CB,60,191,87,1,22,1,2,3,2,48,35,56,58,61,65,48,35,59,38,46,37,48,41,59,68,69,80,42,52,69,44,49,33,41,38,42,53,29,12,8,8,8,6
Chris Odoi-Atsem,United States,3,RB,60,178,68,1,21,1,1,3,2,58,60,59,56,63,53,49,47,57,35,44,56,58,53,77,68,62,52,71,63,69,42,52,39,35,47,48,49,36,8,8,6,6,10
Eric Klenofsky,United States,0,GK,60,198,77,1,22,1,1,3,1,35,23,15,13,14,61,51,6,10,73,32,14,28,16,48,57,66,61,22,38,52,30,19,16,16,14,10,19,16,55,61,72,58,63
Giovanni Terrani,Italy,7,LW,60,180,70,1,22,2,0,3,3,61,66,26,22,31,27,39,61,25,55,49,58,53,52,71,73,58,60,68,62,44,46,61,62,48,41,41,55,48,10,8,6,7,10
Cherif Ndiaye,Senegal,9,ST,60,188,78,1,21,1,1,3,2,54,62,18,14,16,33,47,53,11,45,50,48,53,28,64,73,56,74,61,50,61,60,61,62,53,41,29,58,43,7,13,13,6,7
Ro-Shaun Williams,England,2,CB,60,184,75,1,18,1,1,3,2,36,34,56,66,68,55,50,29,56,31,46,32,39,30,78,77,55,64,59,56,71,63,43,27,30,35,36,49,37,6,7,6,5,9
Latif Blessing,Ghana,9,ST,60,170,64,1,20,2,0,3,3,59,61,21,22,19,49,51,58,19,49,60,40,51,42,80,83,74,45,84,81,67,51,60,60,58,43,56,60,53,10,11,9,12,12
Manuel Bustos,Argentina,9,ST,60,183,68,1,24,1,1,2,2,52,62,17,17,19,32,54,55,11,49,48,37,54,34,62,61,59,66,65,51,63,63,66,62,60,46,34,71,53,13,10,14,14,5
Youssef Maziz,France,4,LM,60,175,68,1,18,2,0,2,2,65,71,33,46,40,41,48,50,22,60,45,54,57,52,64,65,48,44,76,55,49,40,60,47,49,57,55,57,53,10,7,14,9,10
Tommaso Costantini,Italy,8,RW,60,183,77,0,20,1,1,2,3,63,60,18,25,28,51,57,59,23,48,66,59,50,41,77,75,55,58,72,71,42,37,72,57,47,53,48,56,56,13,14,11,10,13
Jang Cheol Yong,Korea Republic,3,RB,60,174,65,1,21,2,2,4,2,54,57,49,58,50,68,62,47,53,60,35,66,57,58,74,73,69,41,57,72,30,44,69,41,64,64,28,35,40,10,7,11,12,5
Jang Seong Jae,Korea Republic,5,CAM,60,180,72,1,21,2,1,3,2,60,58,35,32,29,33,46,59,32,60,43,59,65,60,62,57,80,54,76,56,64,46,60,60,58,58,60,57,51,9,7,8,5,7
Oleg Kudryk,Ukraine,0,GK,60,185,69,1,20,1,1,2,1,10,11,6,10,11,27,53,4,14,26,24,11,21,16,26,15,16,51,44,39,59,14,15,7,6,12,11,19,9,64,58,49,56,63
Roberto Alvarado,Mexico,5,CAM,60,172,58,1,18,1,1,3,3,63,58,43,60,49,45,54,46,25,66,60,50,76,64,59,61,43,32,86,45,51,51,55,44,39,60,52,55,53,13,8,13,14,14
Juan Ignacio Mare,Argentina,9,ST,60,187,72,1,21,2,1,3,2,54,53,25,21,26,51,50,55,20,47,54,27,52,34,54,51,56,53,57,47,68,73,64,70,58,34,34,59,56,12,13,11,10,6
Yusuf Ã‡elik,Turkey,2,CB,60,176,70,1,20,0,1,1,2,32,27,66,65,67,48,48,27,64,31,41,26,38,34,63,58,64,50,73,54,66,60,39,20,24,28,34,39,30,13,11,7,6,15
Fousseni DiabatÃ©,Mali,9,ST,60,176,65,1,21,2,0,3,3,65,66,19,14,16,30,59,51,14,56,51,63,48,36,74,73,44,38,76,78,53,62,53,63,58,42,37,59,56,12,9,7,12,7
Alexandr Sobolev,Russia,9,ST,60,195,85,1,20,2,0,3,2,50,50,29,29,21,58,50,55,28,49,54,31,55,28,50,61,61,72,49,57,71,71,61,66,49,39,27,67,54,7,5,7,14,9
Andrew Jung,France,9,ST,60,192,82,1,19,1,1,3,2,54,56,18,24,26,50,49,57,24,43,44,27,53,23,63,65,62,71,44,55,65,67,62,60,50,28,28,57,52,12,14,12,13,11
Martin Terrier,France,7,LW,60,184,71,1,20,1,1,3,3,66,68,28,31,26,29,42,53,24,51,49,52,46,45,77,74,48,61,62,70,65,42,62,64,48,50,40,58,56,5,12,13,5,8
Ahmet EyÃ¼p TÃ¼rkaslan,Turkey,0,GK,60,188,83,1,22,1,1,2,1,15,13,8,11,13,20,30,7,9,38,36,12,19,15,16,15,21,62,38,22,45,10,26,9,6,14,13,14,7,55,64,64,62,68
Walter Viitala,Finland,0,GK,60,190,87,1,25,1,1,3,1,13,12,11,13,10,33,44,10,19,29,35,10,28,20,43,27,23,50,22,32,40,12,17,10,12,14,10,12,11,62,62,58,60,58
Luis MuÃ±oz,Spain,2,CB,60,180,75,1,20,1,1,3,2,51,22,64,70,57,56,56,25,60,31,50,26,52,27,67,54,68,63,64,43,55,56,35,16,24,23,22,35,26,9,14,14,9,11
Marc CarbÃ³,Spain,5,CM,60,180,75,1,22,1,1,3,3,61,56,41,54,56,48,61,57,58,57,51,42,64,57,57,62,60,54,64,53,58,41,50,48,47,35,32,43,30,10,10,12,12,14
Gabriel Rojas,Argentina,1,LB,60,178,68,0,19,1,1,3,2,54,65,56,57,56,54,59,59,58,55,61,60,55,50,64,72,67,55,75,71,62,41,56,45,59,56,51,50,50,9,7,13,6,9
Juan Bauza,Argentina,5,CAM,60,175,67,1,20,2,1,3,3,64,64,40,42,36,70,55,47,50,55,50,45,56,54,72,72,60,61,74,65,65,52,63,56,60,48,40,30,48,5,7,14,8,10
Christopher OpÃ©ri,Ivory Coast,4,LM,60,182,73,0,19,2,1,3,3,67,67,35,42,41,36,49,42,24,57,47,58,58,51,71,75,53,53,63,51,43,47,67,41,58,45,40,60,51,14,12,9,11,15
Terry Osei-Berkoe,Belgium,7,LW,60,174,70,1,19,1,1,3,3,66,64,17,19,16,43,56,48,23,43,46,66,65,61,62,66,52,53,73,76,48,42,58,56,53,53,41,57,48,14,11,13,8,10
Dimitar Pirgov,Bulgaria,2,CB,60,180,78,1,27,2,1,3,2,40,24,55,59,61,70,44,20,52,26,39,23,32,22,59,56,60,78,63,48,74,65,36,20,23,26,27,34,20,9,12,10,5,8
Owen Wijndal,Netherlands,1,LB,60,174,69,0,17,1,1,2,2,55,57,57,57,63,54,58,38,54,52,33,58,59,47,73,75,53,42,73,72,63,40,25,26,33,41,38,42,28,9,8,6,12,13
Viti,Spain,0,GK,60,193,81,1,22,1,1,3,1,33,9,11,13,15,26,37,9,27,49,48,30,34,31,59,58,63,66,39,66,58,21,44,9,20,24,10,21,30,65,60,66,62,60
Mahlatse Makudubela,South Africa,7,LW,60,170,55,0,27,1,1,3,3,57,66,20,30,55,56,44,60,32,42,44,68,60,56,70,69,62,60,78,62,40,50,60,60,50,44,45,53,45,7,10,10,10,9
Robert Glatzel,Germany,9,ST,60,193,85,1,23,1,1,4,2,56,52,17,25,17,49,52,60,24,43,48,30,42,26,48,55,55,78,41,50,61,70,60,66,50,30,31,56,58,13,10,14,11,9
Yves Bissouma,Mali,5,CM,60,176,68,1,20,1,1,3,2,59,60,52,55,62,60,57,48,62,58,61,51,68,62,82,78,56,54,81,75,59,56,54,38,40,43,41,48,35,12,12,8,8,8
Libor HrdliÄka,Slovakia,0,GK,60,191,85,1,31,1,1,3,1,18,15,13,17,9,31,45,12,24,36,34,9,44,36,34,32,34,61,37,45,41,11,14,9,12,11,14,17,8,62,60,53,62,62
Moussa Seydi,Senegal,6,RM,60,178,70,1,20,1,1,3,3,64,65,21,27,23,33,48,53,21,44,48,50,54,47,76,80,54,56,67,69,49,32,64,61,50,52,44,62,52,13,12,15,14,14
Lassana Faye,Netherlands,1,LB,60,170,70,0,18,1,2,2,2,56,58,53,62,64,52,57,51,58,33,36,55,57,53,64,65,59,61,64,57,55,46,58,28,27,34,26,24,31,14,14,7,6,6
Achileas Poungouras,Greece,2,CB,60,187,77,1,21,0,2,4,2,44,40,59,63,62,61,44,32,61,42,45,31,46,44,60,63,61,66,54,49,72,56,65,29,46,30,37,41,41,8,12,13,7,5
Mohamed KonatÃ©,Ivory Coast,9,ST,60,190,80,1,19,2,0,3,3,58,61,21,28,25,55,57,61,24,47,56,31,51,42,62,60,58,60,54,57,69,64,54,64,51,40,27,63,50,14,12,13,5,8
William Tchuameni,Cameroon,9,ST,60,189,78,1,20,1,0,3,3,57,51,24,26,20,51,51,56,17,54,51,29,54,28,48,58,56,63,51,46,66,67,61,69,50,32,32,68,49,6,13,7,10,7
Zakaria Sanogo,Burkina Faso,6,RM,60,169,60,1,20,1,1,3,3,58,66,31,24,32,35,32,58,16,51,46,57,53,50,86,84,55,42,61,72,41,34,63,50,51,48,41,48,44,8,9,11,6,9
Valentin Cojocaru,Romania,0,GK,60,196,89,1,21,1,1,2,1,16,15,17,11,12,23,56,14,12,51,37,12,25,28,35,32,28,62,25,40,33,13,20,17,16,12,14,13,18,61,58,59,57,62
Arnaut Groeneveld,Netherlands,8,RW,60,187,78,1,20,1,1,3,3,59,64,32,44,43,55,54,58,32,56,49,57,59,48,77,77,54,62,62,73,66,33,62,47,43,63,57,44,55,8,15,10,8,14
JoÃ£o Basso,Brazil,5,CDM,60,187,74,1,20,1,2,2,2,58,55,49,66,62,59,57,35,53,40,41,49,66,64,57,54,60,65,56,57,63,62,62,35,46,39,41,51,40,14,7,10,7,9
Javier FernÃ¡ndez,Argentina,5,CAM,60,176,73,1,24,1,1,3,3,64,60,33,38,34,40,54,52,26,58,60,45,61,52,65,66,52,56,69,68,48,42,60,55,51,48,53,56,46,7,14,14,8,11
Thembela Sikhakhane,South Africa,3,RB,60,170,71,1,24,1,1,2,2,44,55,54,58,60,56,55,44,64,38,36,45,61,59,75,73,69,57,81,66,58,43,25,25,27,26,29,35,28,7,14,12,12,11
Alexandre Lavenant,France,2,CB,60,185,77,1,22,1,1,2,2,42,30,60,59,63,53,51,26,59,28,43,32,59,46,64,64,65,59,63,58,68,62,38,14,24,28,34,36,41,5,9,9,9,9
Dmitriy Vorobyev,Russia,9,ST,60,180,72,1,19,1,1,2,3,59,54,21,14,21,31,58,52,14,54,51,41,49,39,72,71,52,51,67,68,65,59,60,64,61,42,41,67,40,10,8,10,13,11
Vanderlei Dimao,Brazil,9,ST,60,179,72,0,25,2,1,2,3,62,71,33,30,41,84,54,57,27,35,45,33,47,41,80,86,83,37,62,82,53,60,52,57,49,42,48,54,51,8,14,8,16,13
Helder Cuinha,Brazil,9,ST,60,179,75,0,33,1,1,3,3,58,61,24,20,22,54,53,60,33,49,50,44,47,38,83,85,72,63,69,78,71,52,57,59,46,43,41,66,48,9,15,12,10,11
Madrigal,Spain,5,CM,60,180,75,1,22,1,1,3,2,63,59,49,59,57,61,63,32,48,56,49,52,72,70,60,58,40,55,70,53,64,62,62,39,60,49,49,70,47,10,8,12,11,14
Dani CÃ¡rdenas,Spain,0,GK,60,184,75,1,20,1,1,3,1,16,13,6,12,13,21,55,5,6,30,31,10,23,22,34,28,26,52,42,55,64,12,22,5,5,11,13,17,8,55,58,58,59,68
Gorka AlegrÃ­a,Spain,0,GK,60,182,75,1,19,1,1,3,1,20,11,6,14,12,20,53,6,7,45,23,10,29,20,16,19,24,51,43,33,63,14,20,12,20,21,12,20,8,52,69,61,51,66
Javi DÃ­az,Spain,0,GK,60,185,75,1,19,1,1,3,1,24,25,15,14,11,23,54,16,17,44,32,13,28,27,58,55,28,44,42,63,66,12,39,15,19,20,23,25,8,58,67,56,57,59
Cristian RamÃ­rez,Argentina,5,CAM,60,184,73,1,22,1,1,3,3,62,58,46,55,49,42,49,43,30,66,65,58,64,60,66,71,49,52,69,68,52,52,55,48,53,59,48,56,46,12,9,14,12,5
Kaiser,Spain,2,CB,60,180,70,1,20,1,1,3,2,46,36,60,64,64,56,52,25,59,38,47,37,50,42,63,69,61,58,58,67,72,56,47,29,33,34,32,41,29,6,9,5,14,6
Kadem YaÅŸar,Turkey,0,GK,60,188,83,1,21,1,1,2,1,13,7,7,13,13,21,57,6,12,25,27,11,22,21,55,52,28,68,32,21,60,10,21,9,6,12,14,12,5,58,61,56,59,60
GÃ¶kay GÃ¼ney,Turkey,5,CM,60,180,72,1,17,1,2,3,2,59,59,53,52,57,63,54,59,52,47,49,42,72,59,65,61,63,60,67,60,60,56,59,36,58,43,45,54,45,12,13,10,12,7
Facundo BarcelÃ³,Uruguay,9,ST,60,174,78,1,23,1,1,3,2,60,56,15,22,21,27,50,56,19,45,52,39,47,35,72,74,47,53,74,73,80,64,62,64,53,41,38,59,50,12,12,7,5,14
GastÃ³n GÃ³mez,Argentina,0,GK,60,189,88,1,21,1,1,2,1,15,11,9,10,11,26,52,6,13,29,31,13,24,22,33,15,18,70,41,29,67,10,23,5,6,13,10,16,9,57,66,60,56,59
Valerio Mantovani,Italy,2,CB,60,180,70,1,20,2,1,2,2,51,41,63,61,65,68,50,30,47,29,38,25,52,31,58,55,63,65,64,49,71,49,36,20,21,28,31,39,28,6,12,8,8,11
Tiago AndrÃ©,Portugal,1,LB,60,175,72,0,20,1,1,3,2,54,60,51,65,67,58,58,52,55,37,39,57,60,34,68,62,57,50,73,56,58,53,36,32,30,45,41,41,31,6,10,14,11,8
Alessandro Confente,Italy,0,GK,60,194,75,1,18,1,1,1,1,20,15,5,12,13,19,47,7,11,34,43,12,26,25,33,17,23,58,27,22,30,13,47,5,20,16,14,17,15,47,65,50,61,73
Fabio De Paoli,Italy,6,RM,60,175,65,1,19,1,1,3,2,70,70,30,36,31,33,45,52,26,54,57,65,56,58,55,55,55,33,69,69,33,46,62,50,47,72,44,70,48,6,8,5,10,13
Daniel Garro,Argentina,4,LM,60,185,79,0,26,1,1,2,3,59,67,28,28,33,29,40,46,17,50,49,68,64,60,59,68,56,55,65,50,44,53,63,58,41,46,43,62,54,5,12,12,6,10
Abdoulaye Sissako,France,5,CM,60,185,77,1,18,1,1,3,2,65,59,60,59,63,60,60,50,59,48,59,42,65,59,68,66,60,54,56,59,59,59,56,49,50,50,39,44,39,6,14,8,9,8
Jorge Alberto DurÃ¡n,Mexico,2,CB,60,178,69,1,20,0,1,3,2,36,37,60,67,71,58,54,29,54,31,42,27,51,47,63,58,55,60,66,43,66,54,48,24,23,30,31,38,32,9,9,6,9,8
Alexis ManÃ©,France,5,CDM,60,188,72,1,19,1,2,2,2,63,51,63,63,65,65,51,38,52,40,48,43,67,64,65,58,50,49,56,62,58,66,50,38,41,44,44,43,37,14,6,12,9,7
Dylan George,Netherlands,8,RW,60,184,67,1,18,2,1,3,3,62,65,25,35,34,29,44,58,17,50,48,60,52,40,75,76,52,64,60,64,53,43,55,61,41,45,39,50,49,10,10,7,11,9
Bandar Al Mutairi,Saudi Arabia,1,LB,60,168,50,0,27,2,1,3,2,53,55,53,55,61,55,50,51,49,43,42,60,53,37,84,85,74,44,77,76,70,41,20,22,29,57,33,37,20,8,7,13,6,9
Nayef Essa Al Dhafeeri,Saudi Arabia,5,CDM,60,181,69,1,35,1,2,3,2,52,40,62,56,59,79,53,37,55,46,46,46,59,55,43,48,66,80,61,58,76,63,45,33,29,36,30,40,29,10,13,12,7,10
Guram Adzhoev,Russia,9,ST,60,185,80,1,22,1,1,2,3,54,59,21,16,20,31,53,51,14,45,45,38,48,33,59,60,53,65,55,59,69,66,63,66,63,44,38,71,48,13,5,14,7,7
Mounir Chouiar,France,5,CAM,60,175,68,1,18,1,1,3,3,60,62,19,15,22,35,47,62,18,60,43,55,60,58,62,60,59,43,65,64,58,43,55,58,53,57,51,57,53,7,11,8,13,15
Jorge FaÃºndez,Chile,3,RB,60,178,70,1,20,1,1,3,2,54,56,58,61,64,65,48,50,53,40,53,61,48,46,76,80,59,63,70,67,70,50,40,31,30,52,25,34,24,9,9,8,9,15
Gabriele Rolando,Italy,3,RB,60,177,71,1,21,1,1,2,2,52,62,58,60,64,55,61,56,56,45,45,59,60,55,65,63,55,49,71,53,57,48,29,31,28,38,40,44,35,11,9,7,11,8
Diego Ferraresso,Brazil,3,RB,60,171,71,1,24,1,1,3,2,53,67,61,65,71,61,61,34,55,47,45,45,61,54,71,57,51,45,65,55,55,45,23,21,29,25,38,49,32,10,15,6,12,10
Ricardo PeÃ±a,Mexico,3,RB,60,170,64,1,24,2,1,3,2,47,62,60,63,69,57,58,53,59,36,42,58,34,26,67,73,57,38,85,60,54,50,29,31,32,36,33,39,27,14,7,14,8,15
Emanuele Ndoj,Albania,5,CM,60,178,70,1,20,2,2,2,2,63,58,49,63,65,58,58,45,54,51,58,45,67,63,66,67,62,59,56,54,59,53,56,35,45,45,42,47,43,7,11,6,6,10
Sergiy Pogorilyi,Ukraine,0,GK,60,191,88,1,30,1,1,4,1,16,10,6,10,11,19,55,6,12,32,39,11,24,16,32,31,19,62,21,23,30,11,25,7,5,13,14,11,6,61,57,49,64,59
Sebastien Amoros,France,5,CM,60,175,70,1,21,1,1,3,3,64,60,40,47,40,61,59,58,48,63,60,57,63,61,64,69,60,53,71,65,60,47,55,47,41,59,53,46,46,10,15,5,9,13
Reuven Niemeijer,Netherlands,5,CAM,60,176,70,1,22,2,1,3,3,63,63,32,48,50,58,58,50,47,53,50,51,67,61,67,66,53,48,55,65,48,46,58,45,45,42,42,48,41,5,8,5,11,10
Holly Tshimanga,Belgium,4,LM,60,173,73,0,19,1,1,3,3,57,59,21,19,23,41,53,51,17,56,53,56,48,41,87,89,58,37,85,81,51,37,60,55,41,46,32,41,44,11,12,8,6,15
Fabian NuÃ±ez,Chile,5,CAM,60,171,70,0,24,1,0,2,3,69,70,35,38,27,41,51,51,26,53,59,48,52,49,84,84,55,46,83,83,55,35,54,59,31,67,40,46,49,8,7,14,8,11
Christian Vaquero,Uruguay,9,ST,60,181,75,0,31,1,0,3,2,58,49,17,16,12,36,64,72,10,40,40,25,37,29,62,63,51,65,63,59,61,55,53,63,50,32,31,62,46,15,11,6,15,8
Yeerjieti Yeerzati,China PR,0,GK,60,178,80,1,24,1,1,2,1,13,13,6,12,13,22,57,4,7,53,25,11,22,15,46,54,21,54,43,64,75,10,24,9,9,10,12,11,7,58,63,64,57,60
Giovanni Crociata,Italy,5,CAM,60,174,67,0,19,1,0,4,2,63,62,20,27,19,27,52,62,23,56,44,60,60,54,59,70,56,42,75,66,34,41,59,48,52,61,48,54,56,7,15,6,10,9
B1 Gyamfi,Ghana,3,RB,60,173,76,1,21,1,2,2,2,35,56,60,67,62,59,53,48,51,39,43,46,41,38,85,81,71,66,70,57,62,54,28,29,33,40,41,41,54,14,13,11,14,11
Hassan Jamal Al Habib,Saudi Arabia,5,CM,60,183,81,1,22,1,1,3,2,58,61,56,62,58,71,55,56,57,55,55,43,63,58,61,64,78,66,54,62,61,63,62,57,56,53,35,35,44,13,11,14,15,8
Josh Maja,England,9,ST,60,180,67,1,18,1,1,3,3,62,61,17,23,22,38,58,47,14,52,51,43,54,49,71,77,50,56,64,55,52,50,66,62,55,61,37,63,54,5,14,15,8,7
Mohamed Haddachi,Morocco,1,LB,60,174,70,0,19,1,1,2,2,47,66,53,62,63,58,54,50,54,44,48,63,60,50,71,72,64,47,78,70,60,48,34,30,27,45,40,35,32,6,13,14,14,9
Trevor David,Netherlands,3,RB,60,170,70,1,20,1,1,2,2,33,55,66,62,67,65,65,44,68,33,40,49,55,34,69,67,56,43,84,53,61,39,32,27,30,34,32,29,31,6,8,13,9,10
CÃ©sar Assia,Colombia,5,CDM,60,178,72,1,24,1,1,2,2,61,48,64,53,57,54,62,39,54,60,39,42,61,55,56,60,77,57,69,65,61,43,49,29,27,38,39,38,27,7,9,9,10,13
Petar Zivkov,Serbia,1,LB,60,181,71,0,22,2,1,3,2,56,54,60,55,61,55,51,45,52,45,51,61,60,53,75,74,51,65,67,61,45,61,52,47,41,46,38,51,43,6,9,8,12,5
Daniele Cardelli,Italy,0,GK,60,180,80,0,22,1,1,2,1,12,9,7,11,10,17,56,6,7,60,23,11,28,20,31,20,23,52,43,23,56,13,21,6,5,12,11,17,6,57,59,64,60,60
PrzemysÅ‚aw Szarek,Poland,2,CB,60,185,80,1,20,1,1,3,2,46,29,59,57,61,63,55,22,54,33,45,32,57,49,65,62,61,69,54,46,63,54,32,22,23,33,23,34,25,12,11,10,7,6
Arthur Yannick Gomis,Senegal,9,ST,60,180,76,1,25,1,1,3,2,58,60,18,28,24,38,42,51,14,40,51,46,48,37,80,81,50,67,68,74,51,50,70,61,54,52,38,54,54,15,6,7,14,15
Jakub Arak,Poland,9,ST,60,182,72,1,21,1,1,3,3,57,56,57,34,38,61,56,54,45,53,45,34,64,54,72,68,53,55,62,62,63,61,62,62,45,32,45,61,43,12,6,12,13,12
Ruben de Jager,Netherlands,9,ST,60,188,75,1,20,2,1,3,2,56,45,22,23,25,29,57,60,20,50,48,42,55,45,57,50,59,68,61,52,68,68,56,65,60,43,35,55,48,8,14,8,13,15
Amara CondÃ©,Germany,5,CM,60,173,67,1,20,1,1,3,2,65,64,46,59,58,49,54,52,43,57,39,55,66,63,68,65,53,41,72,80,66,37,48,39,45,57,60,50,39,8,12,13,14,13
Marius Funk,Germany,0,GK,60,187,88,1,21,1,1,3,1,13,12,9,10,9,27,56,8,14,28,31,9,20,17,39,38,28,61,40,37,59,12,14,9,11,10,13,19,7,57,60,60,58,61
Bernard Tekpetey,Ghana,6,RM,61,172,69,1,19,2,1,5,3,63,66,33,35,29,34,52,56,21,51,50,56,62,52,77,68,48,66,83,76,55,48,69,56,51,48,42,50,57,14,14,7,13,10
Stephane Omeonga,Belgium,5,CM,60,177,72,1,21,1,1,2,2,65,63,52,60,60,57,54,53,54,62,46,44,65,61,65,60,54,40,82,67,59,49,44,29,37,38,40,46,32,5,7,9,10,6
Timo HÃ¼bers,Germany,2,CB,60,190,82,1,20,1,1,4,2,60,52,56,59,63,65,47,42,50,53,57,40,61,58,65,78,58,68,53,48,68,56,51,36,35,38,39,40,35,9,14,14,11,13
Kristian Dirks Riis,Denmark,2,CB,60,189,84,1,20,2,1,3,2,57,45,54,55,58,61,53,41,56,33,53,40,56,53,70,74,65,70,51,57,75,64,50,39,33,43,37,39,35,13,10,13,7,11
Joaquin Aros,Chile,2,CB,60,179,71,1,21,2,1,2,2,43,34,53,65,69,55,59,32,58,44,49,36,37,38,57,57,61,59,59,55,69,59,47,28,27,37,36,44,35,13,14,8,11,9
Sebastian Diaz,Chile,5,CDM,60,175,78,0,21,1,1,3,2,57,53,50,56,58,67,55,43,56,51,52,43,66,60,65,65,59,71,69,62,61,52,54,41,44,48,41,47,44,14,11,8,11,6
Jaime Soto,Chile,3,RB,60,168,67,1,24,1,1,2,2,57,56,57,60,62,61,54,52,55,42,40,55,52,36,76,74,66,53,77,72,64,43,48,29,27,35,38,40,33,6,12,11,8,11
Ivo Chaves,Argentina,3,RB,60,175,72,1,23,2,1,3,2,54,50,53,64,62,48,55,51,58,38,41,52,44,40,77,76,62,59,73,52,59,45,42,45,33,39,38,42,41,14,6,13,7,5
Yusuf FÄ±rat Kaplan,Turkey,5,CAM,60,175,69,1,18,1,0,3,3,65,64,33,36,28,41,54,59,28,60,32,38,63,52,74,72,75,42,78,78,42,34,49,38,32,40,35,40,39,9,5,6,11,6
Ahmet BahÃ§Ä±van,Turkey,5,CM,60,180,78,0,21,1,1,3,2,65,63,49,54,58,68,63,48,58,42,37,43,67,59,66,64,68,66,62,62,59,46,59,42,46,44,28,40,46,12,14,6,10,11
Shaun Pearson,England,2,CB,60,183,78,1,27,1,2,3,2,40,34,56,54,61,63,62,32,55,34,53,31,53,40,57,60,61,73,61,51,72,60,45,23,20,26,27,36,26,13,8,13,8,12
Obed Malolo,Finland,5,CDM,60,173,68,1,19,1,1,3,2,57,62,58,60,59,60,56,25,59,57,56,39,61,57,72,76,72,52,82,75,69,52,52,44,56,43,38,45,48,12,13,9,6,9
Sergey Podoksenov,Russia,5,CM,60,166,62,1,19,1,1,3,3,64,65,28,57,56,42,61,52,59,55,50,57,63,57,73,68,57,46,92,86,49,50,62,46,48,47,43,65,52,7,6,10,8,10
Georgi Kostadinov,Bulgaria,5,CDM,60,184,74,1,26,1,2,3,2,54,48,63,67,58,52,62,34,54,48,45,43,67,65,57,64,46,55,60,52,55,48,63,36,32,36,35,42,28,14,14,6,12,14
Sergi Ãlamo,Spain,1,LB,60,190,80,0,19,1,1,2,2,50,60,60,62,64,54,62,49,57,42,48,47,53,42,60,67,68,67,52,68,57,51,30,35,29,39,42,43,33,7,11,9,9,6
Keanu Staude,Germany,5,CAM,60,176,70,1,20,1,1,3,3,62,64,39,47,50,49,50,54,48,53,39,51,65,49,67,65,51,46,72,75,53,38,49,52,47,50,37,44,45,5,6,11,11,13
JosÃ© Valdez,Argentina,9,ST,60,174,76,1,18,1,1,3,3,60,61,20,23,24,29,54,54,11,49,57,35,49,40,69,68,66,59,69,70,54,56,65,63,48,55,39,62,57,8,6,10,11,13
Fabio Della Giovanna,Italy,2,CB,60,185,75,0,20,1,1,2,2,41,29,60,62,66,55,49,31,56,39,46,31,43,35,60,65,50,68,58,55,66,60,47,28,29,37,31,49,32,12,10,13,10,6
Issam Ben Khemis,Tunisia,5,CM,60,175,72,0,21,1,1,3,3,66,67,42,50,57,63,51,42,40,62,53,65,62,61,72,71,62,53,78,69,57,36,52,51,49,51,53,48,51,11,11,8,12,13
Bradley Mazikou,France,1,LB,60,172,66,0,20,1,1,2,2,47,56,57,60,64,50,58,47,60,38,39,64,51,44,71,70,57,36,72,69,50,46,34,29,26,30,37,40,31,13,14,7,11,7
DoÄŸukan Sinik,Turkey,5,CAM,60,175,66,1,18,2,1,3,3,65,58,40,53,49,43,67,44,30,62,35,47,70,60,52,68,74,42,77,78,58,47,53,41,34,58,45,59,46,6,13,7,14,15
Rodrigo CÃ³rdoba,Argentina,5,CM,60,176,72,1,22,1,1,2,3,58,61,60,62,59,68,52,63,57,59,64,51,65,62,62,65,62,70,71,64,66,67,56,49,44,49,50,47,48,10,12,7,13,12
Wilson SosÃ¡n,Brazil,5,CAM,60,180,71,1,29,1,1,3,3,71,72,26,32,31,41,54,49,30,59,51,61,64,42,50,46,50,63,66,59,61,45,57,44,38,56,44,50,56,8,9,8,10,7
Nazario Chalves,Brazil,1,LB,60,187,79,1,25,1,1,5,3,54,61,59,54,56,59,63,51,61,49,55,62,64,59,53,60,64,77,48,48,65,67,55,46,42,47,52,60,49,14,12,15,13,10
TomÃ¡s Sandoval,Argentina,9,ST,60,185,71,1,18,2,1,3,2,59,58,19,18,22,29,39,59,18,34,38,30,55,38,65,65,72,75,60,57,70,64,62,63,48,38,33,53,46,8,9,5,7,6
Namakoro Diallo,France,1,LB,60,177,66,0,21,2,1,2,2,50,64,56,64,66,54,58,50,53,45,39,50,50,37,77,78,65,48,79,74,60,39,38,30,34,47,38,42,36,13,7,8,8,5
Alexandre Leroyer,France,3,RB,60,174,72,1,20,2,1,3,2,50,60,56,63,67,60,54,50,50,49,38,57,50,41,73,74,58,50,77,68,50,48,45,30,34,39,31,42,31,11,6,9,8,12
Simone Palombi,Italy,9,ST,60,182,75,0,20,2,0,3,3,63,60,35,37,36,50,57,54,40,56,45,58,56,57,67,62,64,67,57,57,58,62,61,57,59,47,49,52,46,6,9,13,11,7
